,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Glo_sal_norml,Sales_rate
2507,2544,Guitar Hero Live,PS4,2015,Misc,Activision,0.32,0.35,0.0,0.13,0.81,0.0097897026831037,Low
2508,2545,Valkyrie Profile,PS,1999,Role-Playing,Enix Corporation,0.07,0.05,0.63,0.05,0.81,0.0097897026831037,Low
2509,2546,Final Fantasy Type-0,PSP,2011,Role-Playing,Unknown,0.0,0.0,0.81,0.0,0.81,0.0097897026831037,Low
2510,2547,Pro Evolution Soccer 2010,X360,2009,Sports,Konami Digital Entertainment,0.12,0.58,0.03,0.08,0.81,0.0097897026831037,Low
2511,2548,Army Men: Sarge's Heroes,N64,1999,Action,3DO,0.68,0.12,0.0,0.01,0.81,0.0097897026831037,Low
2512,2549,Mega Man,NES,1987,Platform,Capcom,0.45,0.08,0.27,0.01,0.81,0.0097897026831037,Low
2513,2550,Tom Clancy's Rainbow Six 3,PS2,2004,Shooter,Ubisoft,0.4,0.31,0.0,0.1,0.81,0.0097897026831037,Low
2514,2551,Lego Batman 3: Beyond Gotham,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.35,0.0,0.13,0.81,0.0097897026831037,Low
2515,2552,EarthBound,SNES,1994,Role-Playing,Nintendo,0.0,0.0,0.81,0.0,0.81,0.0097897026831037,Low
2516,2553,DiRT 2,X360,2009,Racing,Codemasters,0.32,0.4,0.0,0.09,0.81,0.0097897026831037,Low
2517,2554,Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,Puzzle,Level 5,0.2,0.26,0.3,0.04,0.81,0.0097897026831037,Low
2518,2555,The Next Tetris,PS,1998,Puzzle,Atari,0.45,0.31,0.0,0.05,0.81,0.0097897026831037,Low
2519,2556,Dying Light,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.43,0.3,0.01,0.07,0.81,0.0097897026831037,Low
2520,2557,NCAA Football 10,PS3,2009,Sports,Electronic Arts,0.75,0.0,0.0,0.06,0.81,0.0097897026831037,Low
2521,2558,Ben 10: Alien Force,Wii,2008,Action,Koch Media,0.52,0.21,0.0,0.07,0.81,0.0097897026831037,Low
2522,2559,World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.75,0.05,0.81,0.0097897026831037,Low
2523,2560,Final Fantasy XI: Wings of the Goddess,PS2,2007,Role-Playing,Square Enix,0.35,0.27,0.09,0.09,0.81,0.0097897026831037,Low
2524,2561,The Sims 2,PS2,2005,Simulation,Electronic Arts,0.67,0.03,0.0,0.11,0.81,0.0097897026831037,Low
2525,2562,Guitar Hero: Metallica,X360,2009,Misc,Activision,0.52,0.21,0.0,0.07,0.81,0.0097897026831037,Low
2526,2563,NCAA Football 14,PS3,2013,Sports,Electronic Arts,0.75,0.0,0.0,0.06,0.8,0.009668842156151802,Low
2527,2564,MadWorld,Wii,2009,Action,Sega,0.46,0.25,0.02,0.07,0.8,0.009668842156151802,Low
2528,2565,Fight Night Champion,X360,2011,Fighting,Electronic Arts,0.4,0.33,0.0,0.07,0.8,0.009668842156151802,Low
2529,2566,Who wants to be a millionaire,PS,2000,Misc,Eidos Interactive,0.45,0.3,0.0,0.05,0.8,0.009668842156151802,Low
2530,2567,Yakuza,PS2,2005,Action,Sega,0.03,0.02,0.74,0.01,0.8,0.009668842156151802,Low
2531,2568,Star Wars Rogue Squadron III: Rebel Strike,GC,2003,Simulation,LucasArts,0.62,0.16,0.0,0.02,0.8,0.009668842156151802,Low
2532,2569,ABBA: You Can Dance,Wii,2011,Misc,Ubisoft,0.19,0.5,0.0,0.11,0.8,0.009668842156151802,Low
2533,2570,Moto Racer,PS,1997,Racing,Electronic Arts,0.45,0.3,0.0,0.05,0.8,0.009668842156151802,Low
2534,2571,Hitman: Contracts,PS2,2004,Shooter,Eidos Interactive,0.39,0.31,0.0,0.1,0.8,0.009668842156151802,Low
2535,2572,The Sims 2: Pets,PSP,2006,Simulation,Electronic Arts,0.19,0.39,0.0,0.22,0.8,0.009668842156151802,Low
2536,2573,Final Fantasy Anthology,PS,1999,Role-Playing,Square EA,0.45,0.3,0.0,0.05,0.8,0.009668842156151802,Low
2537,2574,Aliens: Colonial Marines,X360,2013,Shooter,Sega,0.36,0.37,0.0,0.07,0.8,0.009668842156151802,Low
2538,2575,Pro Evolution Soccer 2010,PSP,2009,Sports,Konami Digital Entertainment,0.09,0.33,0.2,0.18,0.8,0.009668842156151802,Low
2539,2576,[Prototype 2],X360,2012,Action,Activision,0.48,0.25,0.0,0.07,0.8,0.009668842156151802,Low
2540,2577,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010,Racing,Sega,0.37,0.35,0.0,0.07,0.8,0.009668842156151802,Low
2541,2578,Goldeneye 007: Reloaded,PS3,2011,Shooter,Activision,0.33,0.35,0.0,0.13,0.8,0.009668842156151802,Low
2542,2579,NBA 2K16,PS3,2015,Sports,Take-Two Interactive,0.44,0.19,0.03,0.13,0.8,0.009668842156151802,Low
2543,2580,All Star Cheer Squad,Wii,2008,Sports,THQ,0.43,0.29,0.0,0.08,0.8,0.009668842156151802,Low
2544,2581,The Sims 2: Castaway,PSP,2007,Simulation,Electronic Arts,0.08,0.46,0.0,0.25,0.8,0.009668842156151802,Low
2545,2582,Prince of Persia: Warrior Within,XB,2004,Action,Ubisoft,0.48,0.28,0.0,0.04,0.8,0.009668842156151802,Low
2546,2583,Dragon's Dogma,X360,2012,Role-Playing,Capcom,0.42,0.24,0.07,0.06,0.8,0.009668842156151802,Low
2547,2584,Darksiders II,X360,2012,Action,THQ,0.45,0.28,0.0,0.07,0.8,0.009668842156151802,Low
2548,2585,Resident Evil: Revelations,PS3,2013,Action,Capcom,0.14,0.32,0.22,0.12,0.8,0.009668842156151802,Low
2549,2586,Rayman Raving Rabbids 2,DS,2007,Misc,Ubisoft,0.73,0.01,0.0,0.06,0.8,0.009668842156151802,Low
2550,2587,Super Robot Taisen α,PS,2000,Strategy,Banpresto,0.0,0.0,0.75,0.05,0.8,0.009668842156151802,Low
2551,2589,Need for Speed: Hot Pursuit 2,GC,2002,Racing,Electronic Arts,0.68,0.09,0.0,0.02,0.8,0.009668842156151802,Low
2552,2590,Star Wars: The Force Unleashed II,Wii,2010,Action,LucasArts,0.54,0.19,0.0,0.06,0.8,0.009668842156151802,Low
2553,2591,Band Hero,X360,2009,Misc,Activision,0.51,0.22,0.0,0.07,0.8,0.009668842156151802,Low
2554,2592,Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013,Sports,Nintendo,0.39,0.22,0.13,0.06,0.8,0.009668842156151802,Low
2555,2593,Tales of Destiny 2,PS2,2002,Role-Playing,Namco Bandai Games,0.0,0.0,0.8,0.0,0.8,0.009668842156151802,Low
2556,2594,Capcom's Soccer Shootout,SNES,1993,Sports,Nintendo,0.0,0.0,0.8,0.0,0.8,0.009668842156151802,Low
2557,2595,Sniper: Ghost Warrior,PS3,2011,Shooter,City Interactive,0.26,0.36,0.04,0.14,0.8,0.009668842156151802,Low
2558,2596,The Godfather II,X360,2009,Action,Electronic Arts,0.47,0.24,0.01,0.08,0.79,0.009547981629199905,Low
2559,2597,pro evolution soccer 2011,PSP,2010,Sports,Konami Digital Entertainment,0.05,0.3,0.29,0.16,0.79,0.009547981629199905,Low
2560,2598,Alien,2600,1981,Action,20th Century Fox Video Games,0.74,0.04,0.0,0.01,0.79,0.009547981629199905,Low
2561,2599,Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006,Fighting,Atari,0.66,0.02,0.0,0.11,0.79,0.009547981629199905,Low
2562,2600,The Walking Dead: Season One,PS3,2012,Adventure,Avanquest Software,0.4,0.25,0.03,0.11,0.79,0.009547981629199905,Low
2563,2601,Rayman Origins,X360,2011,Platform,Ubisoft,0.38,0.34,0.0,0.08,0.79,0.009547981629199905,Low
2564,2602,Guitar Hero: Aerosmith,PS2,2008,Misc,Activision,0.61,0.0,0.0,0.18,0.79,0.009547981629199905,Low
2565,2603,Ridge Racer,PS,1994,Racing,Sony Computer Entertainment,0.0,0.0,0.74,0.05,0.79,0.009547981629199905,Low
2566,2604,Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007,Role-Playing,Square Enix,0.42,0.03,0.3,0.04,0.79,0.009547981629199905,Low
2567,2605,Harvest Moon: A Wonderful Life,GC,2003,Role-Playing,Ubisoft,0.61,0.16,0.0,0.02,0.79,0.009547981629199905,Low
2568,2606,Momotarou Dentetsu 7,PS,1997,Simulation,Hudson Entertainment,0.0,0.0,0.74,0.05,0.79,0.009547981629199905,Low
2569,2607,Invizimals,PSP,2009,Strategy,Sony Computer Entertainment,0.17,0.51,0.0,0.11,0.79,0.009547981629199905,Low
2570,2608,Motocross Mania,PS,2001,Racing,Take-Two Interactive,0.44,0.3,0.0,0.05,0.79,0.009547981629199905,Low
2571,2609,Tiger Woods PGA Tour 10,PS3,2009,Sports,Electronic Arts,0.42,0.25,0.0,0.12,0.79,0.009547981629199905,Low
2572,2610,Star Wars The Clone Wars: Jedi Alliance,DS,2008,Action,LucasArts,0.62,0.11,0.0,0.07,0.79,0.009547981629199905,Low
2573,2611,WCW Mayhem,N64,1999,Fighting,Electronic Arts,0.63,0.15,0.0,0.01,0.79,0.009547981629199905,Low
2574,2612,Mega Man 5,NES,1992,Platform,Capcom,0.39,0.07,0.32,0.01,0.79,0.009547981629199905,Low
2575,2613,Star Ocean: The Last Hope,X360,2009,Role-Playing,Square Enix,0.32,0.2,0.21,0.06,0.79,0.009547981629199905,Low
2576,2614,Dance Dance Revolution SuperNOVA 2,PS2,2007,Simulation,Konami Digital Entertainment,0.64,0.03,0.02,0.1,0.79,0.009547981629199905,Low
2577,2615,Armored Core 2,PS2,2000,Simulation,Ubisoft,0.28,0.22,0.23,0.07,0.79,0.009547981629199905,Low
2578,2616,Dragon Quest Monsters 2,3DS,2014,Role-Playing,Square Enix,0.0,0.0,0.79,0.0,0.79,0.009547981629199905,Low
2579,2617,Ghost Squad,Wii,2007,Shooter,Sega,0.42,0.21,0.08,0.07,0.79,0.009547981629199905,Low
2580,2618,Dead Island: Riptide,X360,2013,Action,Deep Silver,0.44,0.27,0.01,0.07,0.79,0.009547981629199905,Low
2581,2619,Drawn to Life,DS,2007,Action,THQ,0.71,0.02,0.0,0.06,0.79,0.009547981629199905,Low
2582,2620,Major League Baseball Featuring Ken Griffey Jr,N64,1998,Sports,Nintendo,0.75,0.03,0.0,0.01,0.79,0.009547981629199905,Low
2583,2621,FIFA 12,Wii,2011,Sports,Electronic Arts,0.16,0.52,0.0,0.11,0.79,0.009547981629199905,Low
2584,2622,Too Human,X360,2008,Role-Playing,Microsoft Game Studios,0.38,0.3,0.03,0.08,0.79,0.009547981629199905,Low
2585,2623,Sid Meier's Civilization Revolution,PS3,2008,Strategy,Take-Two Interactive,0.49,0.19,0.01,0.1,0.79,0.009547981629199905,Low
2586,2624,NCAA Football 08,PS2,2007,Sports,Electronic Arts,0.65,0.03,0.0,0.11,0.79,0.009547981629199905,Low
2587,2625,FIFA Soccer 2004,XB,2003,Sports,Electronic Arts,0.24,0.49,0.0,0.05,0.79,0.009547981629199905,Low
2588,2626,Personal Trainer: Walking,DS,2008,Sports,Nintendo,0.22,0.32,0.17,0.07,0.79,0.009547981629199905,Low
2589,2627,Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.79,0.009547981629199905,Low
2590,2628,PokePark 2: Wonders Beyond,Wii,2011,Action,Nintendo,0.27,0.2,0.27,0.05,0.79,0.009547981629199905,Low
2591,2629,Professor Layton and the Azran Legacy,3DS,2013,Puzzle,Nintendo,0.0,0.48,0.25,0.06,0.78,0.009427121102248007,Low
2592,2630,Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,Ubisoft,0.67,0.05,0.01,0.06,0.78,0.009427121102248007,Low
2593,2631,Yars' Revenge,2600,1982,Shooter,Atari,0.73,0.04,0.0,0.01,0.78,0.009427121102248007,Low
2594,2632,Lips,X360,2008,Misc,Microsoft Game Studios,0.12,0.56,0.0,0.1,0.78,0.009427121102248007,Low
2595,2633,Secret Agent Barbie: Royal Jewels Mission,GBA,2002,Platform,Vivendi Games,0.56,0.21,0.0,0.01,0.78,0.009427121102248007,Low
2596,2634,Metroid Prime Hunters,DS,2006,Shooter,Nintendo,0.58,0.04,0.11,0.06,0.78,0.009427121102248007,Low
2597,2635,The 7th Guest,PC,1992,Adventure,Virgin Interactive,0.01,0.77,0.0,0.0,0.78,0.009427121102248007,Low
2598,2636,Doom,PS,1994,Shooter,Infogrames,0.43,0.3,0.0,0.05,0.78,0.009427121102248007,Low
2599,2637,Buzz! The Hollywood Quiz,PS2,2007,Misc,Sony Computer Entertainment,0.17,0.0,0.0,0.61,0.78,0.009427121102248007,Low
2600,2638,Puzzler World,DS,2009,Puzzle,Ubisoft,0.41,0.3,0.0,0.07,0.78,0.009427121102248007,Low
2601,2639,My Little Pony: Pinkie Pie's Party,DS,2008,Adventure,THQ,0.72,0.0,0.0,0.06,0.78,0.009427121102248007,Low
2602,2640,We Sing,Wii,2009,Misc,Nordic Games,0.0,0.69,0.0,0.09,0.78,0.009427121102248007,Low
2603,2641,Marvel vs. Capcom: Clash of Super Heroes,PS,1999,Fighting,Capcom,0.43,0.3,0.0,0.05,0.78,0.009427121102248007,Low
2604,2642,God of War Saga,PS3,2012,Action,Sony Computer Entertainment,0.72,0.0,0.0,0.06,0.78,0.009427121102248007,Low
2605,2643,Battle Stations,PS,1997,Strategy,Electronic Arts,0.43,0.29,0.0,0.05,0.78,0.009427121102248007,Low
2606,2644,Tetris Party Deluxe,DS,2010,Puzzle,Nintendo,0.29,0.3,0.12,0.07,0.78,0.009427121102248007,Low
2607,2645,Pro Evolution Soccer 2016,PS4,2015,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.78,0.009427121102248007,Low
2608,2646,Worms: Open Warfare,PSP,2006,Strategy,THQ,0.11,0.43,0.0,0.24,0.78,0.009427121102248007,Low
2609,2647,Star Wars Battlefront: Elite Squadron,PSP,2009,Shooter,LucasArts,0.38,0.24,0.0,0.16,0.78,0.009427121102248007,Low
2610,2648,UFC Personal Trainer: The Ultimate Fitness System,X360,2011,Sports,THQ,0.53,0.19,0.0,0.06,0.78,0.009427121102248007,Low
2611,2649,Resident Evil: Operation Raccoon City,X360,2012,Action,Capcom,0.55,0.15,0.03,0.06,0.78,0.009427121102248007,Low
2612,2650,NBA 2K7,PS2,2006,Sports,Take-Two Interactive,0.65,0.02,0.0,0.11,0.78,0.009427121102248007,Low
2613,2651,Need for Speed: ProStreet,PSP,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.2,0.78,0.009427121102248007,Low
2614,2652,Toy Story 3: The Video Game,X360,2010,Action,Disney Interactive Studios,0.41,0.29,0.0,0.07,0.78,0.009427121102248007,Low
2615,2653,Torneko no Daibouken: Fushigi no Dungeon,SNES,1993,Role-Playing,ChunSoft,0.0,0.0,0.78,0.0,0.78,0.009427121102248007,Low
2616,2654,Jr. Pac-Man,2600,1983,Puzzle,Atari,0.72,0.05,0.0,0.01,0.78,0.009427121102248007,Low
2617,2655,James Bond 007: Nightfire,GC,2002,Shooter,Electronic Arts,0.6,0.16,0.0,0.02,0.78,0.009427121102248007,Low
2618,2656,Banjo-Kazooie: Nuts & Bolts,X360,2008,Platform,Microsoft Game Studios,0.32,0.36,0.0,0.09,0.78,0.009427121102248007,Low
2619,2657,NBA ShootOut 98,PS,1998,Sports,Sony Computer Entertainment,0.43,0.29,0.0,0.05,0.78,0.009427121102248007,Low
2620,2658,Avatar: The Game,X360,2009,Action,Ubisoft,0.34,0.35,0.0,0.08,0.78,0.009427121102248007,Low
2621,2659,Harry Potter and the Half-Blood Prince,Wii,2009,Action,Electronic Arts,0.28,0.4,0.0,0.09,0.77,0.00930626057529611,Low
2622,2660,DJ Hero,Wii,2009,Misc,Activision,0.47,0.23,0.0,0.07,0.77,0.00930626057529611,Low
2623,2661,Perfect Dark Zero,X360,2005,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77,0.00930626057529611,Low
2624,2662,Galaxian,2600,1982,Shooter,Atari,0.72,0.05,0.0,0.01,0.77,0.00930626057529611,Low
2625,2663,Andretti Racing,PS,1996,Racing,Electronic Arts,0.43,0.29,0.0,0.05,0.77,0.00930626057529611,Low
2626,2664,Caesars Palace 2000: Millennium Gold Edition,PS,2000,Misc,Interplay,0.43,0.29,0.0,0.05,0.77,0.00930626057529611,Low
2627,2665,Madden NFL 25,XOne,2013,Sports,Electronic Arts,0.67,0.05,0.0,0.05,0.77,0.00930626057529611,Low
2628,2666,Air Raid,2600,1981,Action,Men-A-Vision,0.72,0.04,0.0,0.01,0.77,0.00930626057529611,Low
2629,2667,Need For Speed: Undercover,PSP,2008,Racing,Electronic Arts,0.23,0.32,0.03,0.19,0.77,0.00930626057529611,Low
2630,2668,Duke Nukem Forever,PS3,2011,Shooter,Take-Two Interactive,0.33,0.31,0.0,0.12,0.77,0.00930626057529611,Low
2631,2669,Freedom Wars,PSV,2014,Role-Playing,Sony Computer Entertainment,0.22,0.14,0.32,0.1,0.77,0.00930626057529611,Low
2632,2670,Marvel Nemesis: Rise of the Imperfects,PS2,2005,Fighting,Electronic Arts,0.64,0.02,0.0,0.1,0.77,0.00930626057529611,Low
2633,2671,Boxing,2600,1980,Fighting,Activision,0.72,0.04,0.0,0.01,0.77,0.00930626057529611,Low
2634,2672,Need for Speed: Porsche Unleashed,PS,1999,Racing,Electronic Arts,0.43,0.29,0.0,0.05,0.77,0.00930626057529611,Low
2635,2673,Dragon Ball: Raging Blast,PS3,2009,Fighting,Namco Bandai Games,0.37,0.19,0.11,0.1,0.77,0.00930626057529611,Low
2636,2674,Crystal Castles,2600,1983,Action,Atari,0.72,0.04,0.0,0.01,0.77,0.00930626057529611,Low
2637,2675,Conker's Bad Fur Day,N64,2001,Platform,THQ,0.53,0.22,0.0,0.02,0.77,0.00930626057529611,Low
2638,2676,Dragon Warrior I&II,GB,1999,Role-Playing,Enix Corporation,0.0,0.0,0.77,0.0,0.77,0.00930626057529611,Low
2639,2677,Star Wars Episode II: Attack of the Clones,GBA,2002,Action,THQ,0.55,0.2,0.0,0.01,0.77,0.00930626057529611,Low
2640,2678,My Baby Girl,DS,2008,Simulation,Nobilis,0.61,0.1,0.0,0.06,0.77,0.00930626057529611,Low
2641,2679,LEGO Batman 2: DC Super Heroes,DS,2012,Action,Warner Bros. Interactive Entertainment,0.43,0.27,0.0,0.06,0.77,0.00930626057529611,Low
2642,2680,Twisted Metal: Head On,PSP,2005,Action,Sony Computer Entertainment,0.71,0.0,0.0,0.06,0.77,0.00930626057529611,Low
2643,2681,Conflict: Desert Storm II - Back to Bagdhad,PS2,2003,Shooter,SCi,0.38,0.29,0.0,0.1,0.77,0.00930626057529611,Low
2644,2682,Maximo: Ghosts to Glory,PS2,2001,Platform,Capcom,0.38,0.29,0.0,0.1,0.77,0.00930626057529611,Low
2645,2683,Pokemon Dash,DS,2004,Racing,Nintendo,0.21,0.14,0.38,0.04,0.77,0.00930626057529611,Low
2646,2684,Donkey Kong Country 3,GBA,2005,Platform,Nintendo,0.45,0.17,0.14,0.01,0.77,0.00930626057529611,Low
2647,2685,All-Star Baseball 2003,PS2,2002,Sports,Acclaim Entertainment,0.38,0.29,0.0,0.1,0.77,0.00930626057529611,Low
2648,2686,Unlimited Saga,PS2,2002,Role-Playing,Atari,0.1,0.08,0.56,0.03,0.77,0.00930626057529611,Low
2649,2687,Cabela's Deer Hunt: 2004 Season,PS2,2003,Sports,Activision Value,0.37,0.29,0.0,0.1,0.76,0.009185400048344212,Low
2650,2688,Sonic Unleashed,PS2,2008,Platform,Sega,0.37,0.04,0.0,0.36,0.76,0.009185400048344212,Low
2651,2689,Formula 1,PS,1996,Racing,Psygnosis,0.18,0.12,0.42,0.05,0.76,0.009185400048344212,Low
2652,2690,Plants vs. Zombies: Garden Warfare,PS3,2014,Shooter,Electronic Arts,0.22,0.4,0.01,0.14,0.76,0.009185400048344212,Low
2653,2691,Raving Rabbids: Travel in Time,Wii,2010,Adventure,Ubisoft,0.22,0.47,0.0,0.08,0.76,0.009185400048344212,Low
2654,2692,The Sims 3,3DS,2011,Simulation,Electronic Arts,0.3,0.37,0.03,0.07,0.76,0.009185400048344212,Low
2655,2693,Driv3r,XB,2004,Racing,Atari,0.36,0.38,0.0,0.03,0.76,0.009185400048344212,Low
2656,2694,Mercenaries: Playground of Destruction,PS2,2005,Action,LucasArts,0.64,0.02,0.0,0.1,0.76,0.009185400048344212,Low
2657,2695,MTV Celebrity Deathmatch,PS2,2003,Fighting,Gotham Games,0.37,0.29,0.0,0.1,0.76,0.009185400048344212,Low
2658,2696,Street Fighter Alpha: Warriors' Dreams,PS,1995,Fighting,Virgin Interactive,0.17,0.11,0.43,0.05,0.76,0.009185400048344212,Low
2659,2697,Mortal Kombat,PSV,2012,Fighting,Warner Bros. Interactive Entertainment,0.47,0.18,0.0,0.12,0.76,0.009185400048344212,Low
2660,2698,ISS Pro Evolution,PS,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.71,0.05,0.76,0.009185400048344212,Low
2661,2699,Lost Planet 2,X360,2010,Shooter,Capcom,0.38,0.24,0.08,0.06,0.76,0.009185400048344212,Low
2662,2700,SoulCalibur V,PS3,2012,Fighting,Namco Bandai Games,0.35,0.24,0.07,0.1,0.76,0.009185400048344212,Low
2663,2701,Portal 2,PC,2011,Shooter,Valve Software,0.33,0.32,0.0,0.11,0.76,0.009185400048344212,Low
2664,2702,Super Monkey Ball: Touch & Roll,DS,2005,Misc,Sega,0.7,0.01,0.0,0.06,0.76,0.009185400048344212,Low
2665,2703,Pro Evolution Soccer 2015,PS4,2014,Sports,Konami Digital Entertainment,0.09,0.43,0.11,0.13,0.76,0.009185400048344212,Low
2666,2704,Drawn to Life: The Next Chapter,Wii,2009,Puzzle,THQ,0.29,0.39,0.0,0.08,0.76,0.009185400048344212,Low
2667,2705,The Lord of the Rings: Conquest,PS3,2009,Action,Electronic Arts,0.38,0.26,0.0,0.12,0.76,0.009185400048344212,Low
2668,2706,Final Fantasy II,NES,1988,Role-Playing,SquareSoft,0.0,0.0,0.76,0.0,0.76,0.009185400048344212,Low
2669,2707,Tony Hawk's Pro Skater 2,N64,2001,Sports,Activision,0.59,0.16,0.0,0.01,0.76,0.009185400048344212,Low
2670,2708,Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,2002,Misc,Namco Bandai Games,0.0,0.0,0.76,0.0,0.76,0.009185400048344212,Low
2671,2709,Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005,Role-Playing,Capcom,0.09,0.03,0.62,0.02,0.76,0.009185400048344212,Low
2672,2710,Syphon Filter: The Omega Strain,PS2,2004,Shooter,Sony Computer Entertainment,0.37,0.29,0.0,0.1,0.76,0.009185400048344212,Low
2673,2711,FIFA Soccer 11,PS2,2010,Sports,Electronic Arts,0.11,0.29,0.0,0.36,0.76,0.009185400048344212,Low
2674,2712,Deer Drive,Wii,2009,Sports,Big Ben Interactive,0.67,0.04,0.0,0.05,0.76,0.009185400048344212,Low
2675,2713,Kane & Lynch: Dead Men,X360,2007,Shooter,Eidos Interactive,0.36,0.31,0.01,0.08,0.76,0.009185400048344212,Low
2676,2714,Assassin's Creed: Revelations,PC,2011,Action,Ubisoft,0.14,0.48,0.0,0.14,0.76,0.009185400048344212,Low
2677,2715,Mortal Kombat: Deception,XB,2004,Fighting,Midway Games,0.61,0.12,0.0,0.03,0.76,0.009185400048344212,Low
2678,2716,Ace Attorney Investigations: Miles Edgeworth,DS,2009,Adventure,Capcom,0.27,0.15,0.3,0.04,0.76,0.009185400048344212,Low
2679,2717,That's So Raven,GBA,2004,Adventure,Disney Interactive Studios,0.54,0.2,0.0,0.01,0.76,0.009185400048344212,Low
2680,2718,FIFA 15,Wii,2014,Sports,Electronic Arts,0.24,0.46,0.0,0.06,0.76,0.009185400048344212,Low
2681,2719,Marvel vs. Capcom 2: New Age of Heroes,PS2,2002,Fighting,Capcom,0.31,0.24,0.13,0.08,0.76,0.009185400048344212,Low
2682,2720,Need for Speed: Shift,PSP,2009,Racing,Electronic Arts,0.16,0.38,0.01,0.21,0.76,0.009185400048344212,Low
2683,2721,Kane & Lynch: Dead Men,PS3,2007,Shooter,Eidos Interactive,0.29,0.32,0.01,0.13,0.76,0.009185400048344212,Low
2684,2722,Dark Souls II,X360,2014,Role-Playing,Namco Bandai Games,0.48,0.2,0.01,0.06,0.76,0.009185400048344212,Low
2685,2723,True Crime: New York City,PS2,2005,Action,Activision,0.57,0.02,0.07,0.09,0.76,0.009185400048344212,Low
2686,2724,Legends of Wrestling,PS2,2001,Fighting,Acclaim Entertainment,0.37,0.29,0.0,0.1,0.76,0.009185400048344212,Low
2687,2725,Rockstar Games presents Table Tennis,X360,2006,Sports,Take-Two Interactive,0.28,0.39,0.0,0.09,0.76,0.009185400048344212,Low
2688,2726,Monopoly Streets,Wii,2010,Misc,Electronic Arts,0.24,0.44,0.0,0.08,0.76,0.009185400048344212,Low
2689,2727,Genji: Days of the Blade,PS3,2006,Action,Sony Computer Entertainment,0.18,0.38,0.06,0.14,0.76,0.009185400048344212,Low
2690,2728,Harvest Moon: Animal Parade,Wii,2008,Simulation,Rising Star Games,0.6,0.09,0.02,0.05,0.76,0.009185400048344212,Low
2691,2729,Final Fantasy Legend III,GB,1991,Role-Playing,SquareSoft,0.0,0.0,0.76,0.0,0.76,0.009185400048344212,Low
2692,2730,Total War: Rome II,PC,2013,Strategy,Sega,0.12,0.53,0.0,0.11,0.76,0.009185400048344212,Low
2693,2731,Rare Replay,XOne,2015,Misc,Microsoft Game Studios,0.47,0.21,0.01,0.07,0.75,0.009064539521392315,Low
2694,2732,Spectrobes,DS,2007,Role-Playing,Disney Interactive Studios,0.67,0.03,0.0,0.06,0.75,0.009064539521392315,Low
2695,2733,Wall-E,PS2,2008,Platform,THQ,0.21,0.0,0.0,0.54,0.75,0.009064539521392315,Low
2696,2734,WWE SmackDown vs. Raw 2009,PSP,2008,Fighting,THQ,0.41,0.21,0.0,0.14,0.75,0.009064539521392315,Low
2697,2735,Band Hero,PS3,2009,Misc,Activision,0.41,0.24,0.0,0.11,0.75,0.009064539521392315,Low
2698,2736,Mega Man X5,PS,2000,Platform,Capcom,0.3,0.21,0.2,0.05,0.75,0.009064539521392315,Low
2699,2737,Tearaway,PSV,2013,Adventure,Sony Computer Entertainment Europe,0.17,0.39,0.0,0.19,0.75,0.009064539521392315,Low
2700,2738,DJ Hero 2,PS3,2010,Misc,Activision,0.47,0.19,0.0,0.09,0.75,0.009064539521392315,Low
2701,2739,The Godfather II,PS3,2009,Action,Electronic Arts,0.41,0.22,0.01,0.11,0.75,0.009064539521392315,Low
2702,2740,WWE SmackDown vs. Raw 2010,Wii,2009,Fighting,THQ,0.51,0.17,0.0,0.07,0.75,0.009064539521392315,Low
